,Headlines,label
2754,United Kingdom opposition leader states commitment to keeping Scotland part of the Union,-1
12059,Mickelson Is the Mozart of Short Game Theory,-1
4934,ESA launches largest commercial telecom satellite,-1
2806,Myanmar to allow foreign aid says UN's Ban Ki Moon,-1
9799,Health Canada issues further warning on toothpaste from India,-1
5456,English jury returns mix of verdicts in policeman's serial rape trial,-1
3378,Gale Norton resigns as U.S. Secretary of the Interior,-1
4300,Host England Falls to the Brink in World Twenty20 Cricket,-1
10099,When Air Time Is Playtime,-1
9162,Soccer Provides Oasis in Mexican City Ravaged by Drug War,-1
1094,Catholic Democrats tell Chicago Cardinal George not to pull funding from immigration campaigners supporting same-sex marriage,-1
290,Fehr Says Union Called to Have 2003 Drug Tests Destroyed,-1
9997,"All Around the World, Trade Is Shrinking",-1
12680,"Civil Rights Hero, Now a Judge, Is Indicted in a Bribery Case",-1
3645,Jeter Hits One of Five Homers to Help Hide the Blemishes,-1
418,Fossett set to recreate first non-stop trans-Atlantic flight,-1
13642,Shuttle Discovery given 'go' for landing at Edwards AFB,-1
12188,"Karzai declared winner of Afghan elections, runoff polls cancelled",-1
14615,Tour de France: Alexander Vinokourov wins stage 13,-1
10833,Derby promoted after 1-0 win over WBA in Championship playoff final,-1
13485,Both sides of Kenya's constitution dispute are negotiating,-1
9500,11th-Hour Ruling Blocks Utah Oil and Gas Leases,-1
1529,Car bomb in Iraq leaves at least 30 dead,-1
1482,Banking Industry Showing Signs of a Recovery,-1
9514,21-year-old man sexually assaulted in New Zealand,-1
7187,"Explosions in Hyderabad, India",-1
10879,NZ opposition leader admits to fundamentalist contacts,-1
13107,Remembering a Lost N.H.L. All-Star Game,-1
3175,Gilad Shalit to be exchanged for Palestinian prisoners,-1
13493,UN reports Rwandan refugees repatriated by force,-1
9059,Wreckage of plane thought to be missing Air France flight found in Atlantic,-1
9491,Nick Smith responds to claims he is New Zealand's worst behaved politician,-1
5074,Hong Kong teenager murders mother and sister,-1
15809,Lashkar-e-Toiba implicated in Mumbai attacks,-1
6140,Author Vine Deloria dies at 72,-1
14819,Japanese emperor makes live television appearance after earthquake,-1
5967,Slump Dashes Oregon Dreams of Californians,-1
4236,Wake Forest Redeems Itself Against Duke,-1
7554,Siena Defeats Niagara to Claim N.C.A.A. Bid,-1
4938,Al-Shabaab and AU peacekeepers clash in Somalia,-1
904,Utility Suspends Nuclear Plant Effort,-1
4620,Violence erupts after game at 2007 FIFA U-20 World Cup,-1
4583,Long Line at the N.B.A. Complaint Desk,-1
4817,Science in the Quest to Ease Figure Skating's Strains,-1
2303,Presidential election held in Afghanistan,-1
2314,A Box of Cash Yields a Mystery,-1
11348,Telecom New Zealand bounces gay e-mail,-1
14225,"Taxing, a Ritual to Save the Species",-1
6599,Health organisations respond to Ebola outbreak in Democratic Republic of the Congo,-1
12281,Arrests and resignations as probe into Britain's phone hacking scandal widens,-1
10769,Haiti's banks reopen,-1
11134,Red Bulls Let Win Slip Away in Final Minute vs. Revolution,-1
14649,U.S. Jobless Claims Rise More Than Expected,-1
14786,Bangladesh storms kill at least 23,-1
6264,Pakistan Backtracks on Link to Mumbai Attacks,-1
13021,Sony breaks UK launch sales record with PlayStation Portable,-1
13809,Train accident in China kills at least 43,-1
4894,China launches Chang'e 2 lunar probe,-1
11204,French Police Round Up Migrants,-1
13628,Name Hurting Largest Unit of A.I.G.,-1
7573,Northern Cyprus opposition party wins elections,-1
12104,U.S. Baseball: Delgado starts off well with Marlins,-1
4778,"Date set for Bradfield, Higgins by-elections: Australian Electoral Commission",-1
4491,UN official: Gaza faces humanitarian catastrophe,-1
4464,European Commission publishes progress report on Western Balkans,-1
3119,Haiti postpones presidential elections until December,-1
14665,Blatter set to be re-elected as FIFA suspends two senior officials,-1
9854,Cuba releases leading dissident from prison,-1
6903,"In a First, U.S. Provides Pakistan With Drone Data",-1
12798,Zamboni Remains the First Name in Smooth,-1
6041,Senior Tibetan Cleric Faces Prison in China,-1
7007,U.S. Bancorp Reports Steep Quarterly Decline,-1
12678,Scientists sequence small genome of a pest: spider mite,-1
8969,Best Buy Plans to Take on Low-Cost Rivals With Services,-1
9917,Germany selects squad for Euro 2008,-1
15381,Heavy 6.7 earthquake strikes Indonesia; at least one killed,-1
9602,Dock worker killed by snapped cable,-1
10166,Milošević may be jailed in Russia,-1
4328,"Amid Floods, Brazilian Town Wades On",-1
13176,US ABC network to offer more shows dubbed in Spanish,-1
14686,Google now worth over $80 billion,-1
12840,What Price for The Boston Globe?,-1
9923,"US denies arrest of al-Masri, al-Qaeda in Iraq leader",-1
7898,Some Transit Aid May Be Freed Up for Operating Costs,-1
6134,2006 Formula 1 season starts with GP of Bahrain,-1
13526,Google Street View comes indoors,-1
8483,"One person dead, hundreds rescued from ice drift in Lake Erie in US",-1
9021,Mexico on path to decriminalize personal possession of drugs,-1
7293,UConn Wins Opener Without Its Head Coach,-1
12949,British MP calls for ban on Aspartame,-1
4133,Chinese hostage rescued in the Philippines,-1
14627,Stopgap at Shortstop? Boston Hopes for More,-1
4475,Zimbabwe bans crop growing in urban areas,-1
2489,Clerics May Be Key to Outcome of Unrest,-1
14100,Wife Seeks Voice in Stanford Ponzi Scheme Lawsuit,-1
10045,Russian Officials Among 7 Killed in Copter Crash,-1
8560,Taiwan culls 18000 chickens due to H5N2 virus outbreak,-1
10133,Official Resists Effort to Tame Raucous Race,-1
3188,"Madagascar President resigns, unclear rule in Antananarivo",-1
8939,Europeans Transfer Chad Mission to U.N.,-1
15679,Unexploded WW2 Bomb discovered at Schiphol Airport,-1
6968,Total evacuation of New Orleans planned,-1
10222,Brawn Strategy Lifts Button to 4th Victory,-1
9896,"Russia Facing Long Recession, World Bank Says",-1
13454,"On Day of Comebacks, Biggest Belongs to Dokic",-1
9163,Microsoft without Bill Gates at the helm,-1
10439,Study Suggests Higher Failures for Heart Device,-1
6767,Apple announces new iPod range,-1
9469,World Economic Forum security chief found dead on eve of summit,-1
5883,"Movie Makers Appeal to the Crowd, for Money",-1
12262,Xstrata and Anglo American in Merger Talks,-1
9910,Leaked online: UK Home Office non-disclosure agreement with ID card companies,-1
14885,"After Making Eight Arrests, Police Ask About Phelps",-1
1766,The Case for a Second Chance for Michael Vick,-1
6850,"14,000-acre Southern California 'Crown Fire' at 82% containment, evacuation orders lifted",-1
2671,Church of Scientology attempting to block 'intolerant' German film,-1
5555,"Posting Loss, BT Group to Trim 15,000 Jobs",-1
2111,Lift accident in Hong Kong skyscraper kills six,-1
15651,Bill to Ease Rules on Development Divides Floridians,-1
2655,Student on Trial in Italy Claims Police Pressure,-1
6182,Mexicans Cry for Justice in Day Care Fire,-1
7874,Illinois Panel Calls for Wide Political Changes,-1
15062,"On Voting Rights, Test of History v. Progress",-1
6166,UConn Stifles Louisville In a Flash,-1
1069,Man drowns in Texas lake after falling from boat,-1
3605,Nine dead as plane crashes into cars in Mexico,-1
5199,Next Shuttle flight delayed to next year; ISS crew begin spacewalk,-1
9635,Pakistan to Strike at Leader of Taliban,-1
7694,Fijian regime appoints vice-president,-1
2081,NHL: Vancouver Canucks showcase new uniform,-1
4534,Suspected US drone attack kills at least fourteen in Pakistan,-1
10004,"Terrorism Is Not Priority for Pakistanis, Poll Finds",-1
2778,US military brig officials order whistle-blowing suspect to sleep naked,-1
13337,"Quad crash kills fourteen year-old in County Londonderry, Northern Ireland",-1
8415,UK police involved in stand-off with gunman Raoul Moat,-1
4121,Chinese human rights activist faces trial,-1
14855,Keselowski Wins at Talladega After a Wild Final Lap,-1
8504,NASA schedules launch date for comet-chasing probe,-1
13392,"Jordan, Sports Mecca? Give It Time",-1
6225,Iran to end nuclear cooperation,-1
12182,"Bank Stress Tests May Not Be a Big Deal, After All",-1
10394,U.S. Is Arms Bazaar for Mexican Cartels,-1
12727,The Pitfalls of the Public Option in Health Care,-1
7410,George W. Bush endorses John McCain for US Presidency,-1
9612,Cambodian woman found after 19 years of jungle life,-1
3620,Big Insurer Says It Will Quit Florida Property Market,-1
8725,Israeli coalition talks degenerate after Shas departure,-1
11550,Illegal version of Star Wars III hits the internet hours after world-premiere,-1
3301,Earl Anthony Wayne confirmed as U.S ambassador to Mexico,-1
1587,Study Warns of Threat to Coasts From Rising Sea Levels,-1
7658,Shares Slide on Worries Over Rising Interest Rates,-1
3731,Gilchrist scores second fastest Test century,-1
9648,"Thirteen die in Cumbria, United Kingdom, after series of shootings",-1
11921,Virginia man arrested for plotting to bomb Washington DC metro,-1
15721,Sixteen killed in Pakistan after suicide bombings,-1
13985,US Defense Secretary announces cuts in Pentagon programs,-1
14292,Two confirmed dead after Typhoon Fitow strikes Japan,-1
15133,Nations Near Arctic Declare Polar Bears Threatened by Climate Change,-1
8068,3 Die in Turkey in Shootout Between Police and Militant,-1
4911,"Murdoch drops BSkyB bid amid public, political pressure",-1
15399,America's Cup: seventh race postponed,-1
4675,Soul singer Isaac Hayes dies at age 65,-1
12833,Usain Bolt breaks 200m and 100m sprint records at championships,-1
2624,"Don Van Vliet, best known as 'Captain Beefheart', dies aged 69",-1
14658,MAKS Airshow opens up in Russia,-1
8866,"Australian Police net $540 million in ""liquid ecstacy""",-1
5482,Sony and Toshiba Shares Fall Sharply,-1
14229,With E-Readers Comes Wider Piracy of Books,-1
4905,"Bomber Hits Checkpoint in Pakistan, Killing 20",-1
2893,Republican Congressman Ron Paul endorses Constitution Party nominee Chuck Baldwin for President of the United States,-1
8997,UK lawyer comments on court case against Boeing over London jet crash,-1
2715,Bank of America to Retain Merrill Lynch Name,-1
13291,La Liga fixtures face delay due to players' strike,-1
5753,Terror suspects arrested in connection with bombing public bus in Israel,-1
11380,"ING Will Cut 7,000 Jobs and Its Chief Will Leave",-1
11813,"In Reno, Nev. Art Canvases That Include Shag Carpet",-1
1975,Myanmar criticised for hampering aid; UN resumes relief efforts,-1
15325,2008 USL First Division: Seattle Sounders vs. Vancouver Whitecaps,-1
5136,19 Kenyans arrested for 'witch' killings,-1
10093,Bolivian President Says Plot on His Life Was Tied to Coup Attempt,-1
1881,Brazilian soccer player's mother freed by kidnappers,-1
5011,Kidnapped Romanian journalists return home,-1
6128,A New View of a Famine That Killed Millions,-1
6087,Australian rules football: Traralgon to play Moe in Gippsland Football League clash Saturday,-1
4810,The Last Holdouts Cast Their Lot With G.M.,-1
13990,Michigan student and California engineer sue Amazon for remote deletion of 'Nineteen Eighty-Four',-1
13827,Wikipedia founder Jimmy Wales to start wiki-based search engine,-1
4784,Gordon Brown: I can lead Britain through economic crisis,-1
11278,"Apple unveils iPhone 4, iOS 4 at Worldwide Developers Conference 2010",-1
2130,"California, Almost Broke, Nears Brink",-1
10856,Google changes Gmail to Google Mail in the UK,-1
10836,"With Tour De France, Gallic Pride Fades in the Saddle",-1
7080,"In the Financial Crisis, Ordinary People vs. Extraordinary Problems",-1
604,KJ Noons stripped of EliteXC Lightweight Title,-1
5849,"Nine children abandoned at hospital emergency room in Nebraska, USA",-1
6553,"Red Cross member abducted in Darfur, Sudan",-1
12135,Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her,-1
13784,"In Scotland, New Leadership Crumbles Old Barrier",-1
12819,Globalization and trade deficit are connected says Greenspan,-1
8799,Prints Show a Modern Foot in Prehumans,-1
8892,Poland made software patent directive stop,-1
15522,"Netanyahu, Once Hawkish, Now Touts Pragmatism",-1
7252,New Ghanaian currency introduced,-1
6581,Blu-ray Player From Samsung Mounts on a Wall,-1
6294,Immigration Agency Is Criticized on Health Care,-1
13643,"Ship sunk by Indian navy was a fishing boat, says owner",-1
3797,"In 2009, Layoffs Is the Business to Be In",-1
2581,Mark Latham in fight 12 months after resigning as Australian opposition leader,-1
9847,Poison drummer Rikki Rockett arrested for rape,-1
11779,A Mixed Report on the Labor Picture,-1
4154,Hundreds of Air Canada flight attendants to lose jobs,-1
13998,"For UConn, Trouble Ahead and Behind",-1
1328,Toyota Is Tightening Its Belt,-1
8321,"Magnitude seven earthquake hits Japan, tsunami warning issued then withdrawn",-1
803,Spain's Ibiza airport evacuated after bomb alert,-1
8146,"Shooting at Indian Institute of Science, Bangalore",-1
468,Hepatitis scare at New Zealand McDonald's restaurant,-1
3604,Protesters rally in Beirut,-1
9866,British motorists showered with cash on motorway,-1
10483,Excessive surgeries swell Medicare costs in United States,-1
3007,NASCAR driver Labonte terminates deal with TRG Motorsports,-1
10755,"Detroit chemical plant experiences explosions, fire; residents evacuated",-1
1594,Chilean army recruits missing,-1
5186,80 Are Killed in 3 Suicide Bombings in Iraq,-1
13117,Bush appoints John Bolton United States' ambassador to the United Nations,-1
11682,Law firm tries to ban new book by Cambridge Press,-1
405,New Hands-Free Headsets From Plantronics and Aliph,-1
6747,US reporter convicted for not revealing source,-1
5829,Stronger Recovery for Emerging-Market Funds,-1
14407,Delta Plans More Cuts on International Routes,-1
8138,"Ukraine opposition candidate Yushchenko is suffering from a Dioxin intoxication, doctors say",-1
4982,"As Expected, Canada Cuts Key Rate to 1 Percent",-1
7257,Hedge Funds Agree to Return $235 Million in Madoff Case,-1
14072,"Spokesman: At least 55 dead after violence in Darfur, Sudan",-1
5102,Senate Committee hears bailout proposal,-1
6131,House Looks Into Secrets Withheld From Congress,-1
10377,VeriSign acquires Weblogs.com,-1
9512,Play All Night in Stanley Cup Overtimes,-1
6183,Three killed during Hezbollah-led protest,-1
15529,"Hillary Clinton attends grand opening of the Erie Canal Harbor in Buffalo, New York",-1
14733,Blagojevich Calls Impeachment Process Unfair,-1
2598,Suicide bomb kills at least twenty in northwestern Pakistan,-1
6680,Diamonds: Anglo American to pay US$5.1 billion for 40% of De Beers,-1
12077,Belgrade: demonstration against independent Kosovo escalates into riots,-1
4791,"In Book, Torre Reveals Fraying Relationship With Cashman",-1
1341,House of Supreme Court Justice threatened,-1
6807,Ministry reveals the details of their new album,-1
6253,Nias Yet to Receive Aid 10 Days After Quake,-1
7548,Saudi Arabia announces 149 al-Qaeda arrests in last eight months,-1
4080,Monday's no-confidence vote may signal end of current Canadian goverment,-1
7649,Quotas for Iraqi Women in Provincial Elections Are Weakened,-1
12026,200 People Missing as Ferry Sinks in Indonesia,-1
13356,Teenager arrested after hijacking Japanese bus,-1
2651,Predictable random number generator discovered in the Debian version of OpenSSL,-1
7265,"On Abortion, Obama Is Drawn Into Debate He Had Hoped to Avoid",-1
4228,Texas Ranchers and Farmers Struggle in Drought,-1
464,Australians Rage Against Arson Suspect,-1
10618,"New South Wales, Queensland to have electorates redrawn: Australian Electoral Commission",-1
2610,"Armed With Little but Resolve, and Defending a Hollowed Village",-1
11443,First Chinese tourists arrive in the UK,-1
862,Singapore Trims Its Economic Forecasts for 2009,-1
3208,"New Orleans DirectNIC Offices, 'Outpost Crystal' visited by 82nd Airborne",-1
3014,"7 killed, 50 injured in Bangladesh shopping mall fire",-1
10902,Alleged 9-11 conspirators will confess and plead guilty,-1
11524,Scottish judge criticises medical care of murdered baby,-1
14762,Freshwater lakes in Texas show signs of extreme drought,-1
3912,Two dead after building collapse in Kenya,-1
7106,SAG Awards handed out,-1
528,Media reports exaggerate cell phone cancer risk,-1
15116,"For Barnes, Second Place Is Not So Disappointing",-1
3114,Press conference to be held Thursday on new 'Star Trek 11' movie,-1
9439,MMS comes to American iPhones,-1
4688,Felix Loch wins season opening World Cup luge race in Austria,-1
634,Adding Up the Toll of a Longer Season,-1
11547,"Former President Roh Moo-hyun of South Korea, Embroiled in Bribery Scandal, Was Overwhelmed by Despair",-1
14438,Stakes High in Armenia-Turkey Talks,-1
2873,"US, UK investigators collaborating after US 777 incident similar to London crash",-1
5448,American console sales continue to decline throughout April,-1
8180,Irish mobile penetration rate hits 94%,-1
1785,United States 2003 National Adult Literacy Survey released,-1
4702,UK's Liverpool FC unveils plans for new stadium,-1
13246,Shrieks of a Teenager Are All the Rage at the French Open,-1
1607,Senate Panel Approves Energy Bill,-1
15394,CIT Posts Eighth Loss in a Row,-1
12480,Constant Fear and Mob Rule in South Africa Slum,-1
6532,Google Threatened With Sanctions Over Photo Mapping Service in Germany,-1
4309,Facebook to share the technology 'behind its servers',-1
3186,Claim of 'Bigfoot' dead body is a hoax,-1
10608,The Rangers See Red as a Series and a Season Melt Away,-1
2924,Relief at Easing of Credit Crisis May Be Short-Lived,-1
9745,"Playing Near Home, 12th-Seeded Gonzaga Upsets Fifth-Seeded Xavier",-1
2717,Kate Lundy watches Australian women qualify for the women's R2-10m air rifle final,-1
8597,Wheelchair-bound Australian rescued in New Orleans,-1
7310,When Winning Is All in the Family,-1
70,Senior Afghan General Dies in Helicopter Crash,-1
14108,Massachusetts Sued Over Cost of Health Care,-1
14569,Chavez wants UN uprooted from New York,-1
2033,US automakers GM and Chrysler seek more government aid,-1
908,Man disguised as Darth Vader robs bank,-1
13746,Another Foe of Chechen Leader Shot Dead Abroad,-1
1377,Vandals Create a Pungent Problem in San Francisco,-1
5793,Estimated 300-ton radioactive leak at Fukushima rated 'serious incident' by watchdog,-1
15914,At least eight dead after bombings in Iraq,-1
1620,CBS Corporation begins trading on New York Stock Exchange,-1
11960,Boxing: Joshua Clottey of Ghana wins IBF welterweight title,-1
7012,Iraq Suffers as the Euphrates River Dwindles,-1
7017,Kurmanbek Bakiev sworn in as president of Kyrgyzstan,-1
277,No. 8 Marquette Sends Notre Dame to Fourth Straight Loss,-1
6956,Controversial development training cited in religious discrimination lawsuits,-1
3432,"Madoff Accountant, David Friehling, Pleads Not Guilty",-1
5017,Wind Farm Off Cape Cod Clears Hurdle,-1
937,America's Cup: Alinghi wins,-1
14652,"Bleak Picture, Yes, but Help Is Still Wanted",-1
10977,Fourth Loss in a Row,-1
5234,UBS Given a Short Window to Release Documents,-1
9199,Telescope takes first image of planet outside our solar system,-1
15994,Pentagon unable to explain 'mystery missile' video,-1
3454,Mugabe Aides Said to Use Violence to Get Amnesty,-1
4050,Sesame Street to promote healthy lifestyles,-1
1644,"Four dead, more than a million in U.S. without power after Pacific Northwest storm",-1
7794,US Navy Los Angeles-class attack submarine runs aground near Guam,-1
5720,Ex-Lobbyists in U.S. Case of Espionage Win a Round,-1
12181,Canadian provinces brace for more flooding,-1
9225,Truck carrying 12 million bees overturns in New Brunswick,-1
5131,Times Co. Plans Temporary Pay Cuts and Unpaid Leave for  Many Employees,-1
11132,Teamsters site suggests Tigger pardoned,-1
7313,Rockets fired into Israel from Lebanon,-1
5338,Yanks Reaping Benefits of Gardner-Cabrera Competition in Center,-1
10302,"Five biggest US banks told to raise $74.6 billion; fail ""stress tests""",-1
14474,"Dannie Abse hurt, wife killed in car accident",-1
15639,Space Shuttle Discovery lands in Florida,-1
4036,"Staffordshire hoard goes on display in British Museum in London, England",-1
10623,"Japan to hunt 950 whales for ""scientific research""",-1
13106,Source of UK foot-and-mouth outbreak discovered,-1
8028,Heavy Absentee Voting by Iranians in Iraq,-1
14091,France claims Russia has violated some terms of ceasefire with Georgia,-1
13750,Queen's University agree to cut 103 members of staff,-1
14984,Ethiopians Withdraw From Key Bases,-1
4129,Darling announces UK budget for 2009,-1
9195,Rabobank Contacted by Doping Investigators,-1
12945,Zambian government launches a new agricultural policy,-1
10470,"Knicks, Without Lee, Fall to Orlando",-1
14961,"Ukraine, in midst of turmoil, gets boost from U.S. research group",-1
456,Reporter Jailed in Iran Passes Week on Fast,-1
8739,Newspapers Begin to Push Back on the Web,-1
6324,Tentative Contract Settlement at Boston Globe,-1
8826,Miles Franklin Literary Award nominates only women for potential winners,-1
8875,United States Senate passes financial overhaul bill,-1
14939,2008 Taipei International Book Exhibition: Different creations at Comic Hall,-1
14061,US military commander in Afghanistan dismissed by President Obama,-1
2256,United States and Iraq finalize agreement to have troops out of Iraq by 2011,-1
10192,Bristol Central Library reopens after being closed due to fire,-1
11321,House Democrats Release Details of Their Tax Plan,-1
1098,Harvard Law School gives its highest honour to Pakistani judge,-1
15044,"Driver fined after following sat-nav to edge of cliff in West Yorkshire, England",-1
2664,Knife Attack Kills 3 at Belgian Day Care Center,-1
6595,Bomb blasts in Uganda kill dozens,-1
8988,"Major League Baseball roundup: September 8, 2007",-1
913,A  New Crop of Scientists Are Using Their Children as Research Subjects,-1
1869,Singapore police arrest death penalty book author,-1
7763,Cindy Sheehan arrested inside Rayburn Building in Washington DC,-1
10989,"Former New Zealand politician, Don Brash, officially leaves politics",-1
12435,"Palestinian election ends, exit polls give Abbas lead",-1
5383,Black box found near crash site of Ethiopian Airlines flight,-1
1792,I.B.M. Tops Forecasts and Expects a Good 2009,-1
12695,Retired U.S. vets sue Donald Rumsfeld for excessive service cutbacks,-1
8315,Search-and-rescue dog that found 9/11 survivor to be cloned,-1
12675,State Police Charge Horse Breeder With Animal Cruelty,-1
6818,Australian rules football: 2010 Gippsland Football League round 1 - Wonthaggi v Leongatha,-1
5193,Judge Lets G.M. Dispose of Corporate Jets,-1
2650,Details emerge on fatal stabbing at Belgian day care centre,-1
12113,"For Fed Policy-Making, Murky Era Lies Ahead",-1
10047,Pakistani Military Moves to Flush Out Taliban,-1
7546,"Six-year-old boy dies two weeks after falling through icy pond in Berkshire, England",-1
3968,Scientists may have tests to detect Alzheimers,-1
3909,"Two news helicopters crash in Phoenix, Arizona",-1
2195,"For U.S. Trade Chief, Patience Is Key",-1
8355,Wikinews interviews Zahra Stardust about the upcoming by-election in the Bradfield electorate of the Australian parliament,-1
182,A.M.D. Reports Narrower Loss,-1
7810,Fiji makes progress on gender roles according to 2012 Report on Gender Equality and Development,-1
13669,Canadian track and field coach Charlie Francis dies at age 61,-1
1009,"U.S. military confirms Qur'ans were kicked, stepped on and splashed with urine at Guantanamo",-1
7284,Space Shuttle Discovery successfully launches after a month of delays,-1
5379,New Zealand holiday road toll at 26-year low,-1
6416,Brazil defeats China in 5-a-side football in group play at London Paralympics,-1
8595,Unfamiliar Faces Work on Storybook Ending,-1
14884,Dealing With Recession-Related Stress,-1
12034,Thousands of Filipinos call for President Arroyo's resignation; former presidents join protest,-1
938,Reluctant Jeter Is Kept on the Bench With a Sore Ankle,-1
8311,Inquiry on 1994 Blast at Argentina Jewish Center Gets New Life,-1
3388,"As Isiah Thomas Resurfaces, Knicks Rebuild a Franchise",-1
15693,Japan suggests dumping Fukushima waste at sea as radiation hits lethal levels,-1
155,"DirecTV tunes out Trio, network in limbo",-1
3152,Scientology ties at New Village Leadership Academy stir controversy for Will Smith and Jada Pinkett-Smith,-1
740,Michael Jackson doctor charged with involuntary manslaughter,-1
8729,Italy Blocks Cargo Ship Carrying Rescued Migrants,-1
2243,New species of dolphin found off Australia,-1
3187,"In the Genes of a Hereford, the Essence of Cow",-1
11016,"One Moran Helps Another, in Race for Virginia Governor",-1
7972,Memphis Uses Size and Speed to Overpower Maryland,-1
6760,UK Chancellor of the Exchequer makes 2005 Budget speech,-1
7877,Iraqi PM Nouri al-Maliki says U.S Troops can leave when they want,-1
7451,"Grenade attack on Thai protesters kills one, injures at least 20",-1
11156,"2007 Rugby World Cup: Fiji, Tonga and France win",-1
13924,Mine That Bird: Where Did the Name Come From?,-1
1000,"Wikinews interviews former New Mexico governor Gary Johnson, presidential nominee of the Libertarian Party",-1
7254,Random driver drug testing to become permanent in Victoria,-1
12245,Critics Say Delaware Helps Companies Avoid Taxes,-1
7923,Venezuelan president Hugo Chávez cuts relations with Colombia,-1
13478,Costly Gasoline Pushes Up Consumer Prices,-1
607,China's economy surpasses Japan's in second quarter,-1
112,"Cheney gets ovation, shooting victim apologizes to Cheney",-1
8437,US military confirms three deaths after B-52 crash off Guam,-1
12164,"Cape Verde to launch first public university, with Brazil's support",-1
4041,Cricket: India defeats Australia by 72 runs in third test,-1
5059,Gunman shoots at gamblers at Las Vegas casino,-1
8895,Stocks Bounce Back From Steep Losses,-1
11002,Climate change a factor in Australia's warmest year on record,-1
14895,"Lewis ""Scooter"" Libby indicted on five charges",-1
8840,William C. Rhoden: Talk of Unity Rings Hollow While Battles Persist Inside Union,-1
11753,Ilham Aliyev claims landslide victory in disputed Azerbaijani elections,-1
14391,EU fines Microsoft $1.35 billion for non-compliance with antitrust decision,-1
489,Fire and explosions kill at least 30 at Iranian chemical factory,-1
11250,California Sets Pace for Solar Power,-1
10230,"In Gingrich Mold, a New Voice for G.O.P. Resistance",-1
7367,Black Boxes From Iranian Air Crash Found,-1
15064,Mlambo-Ngcuka sworn in as South African deputy president,-1
6800,Tornado jet crashes in Scotland,-1
903,NHL: Montreal Canadiens open 100th season,-1
4719,French Council Defangs Plan to Crack Down on Internet Piracy,-1
6458,Australian Jews condemn Israeli ground attack on Gaza,-1
6475,"Detainee Was Tortured, a Bush Official Confirms",-1
1199,Former United States press secretary Jerald terHorst dies at age 87,-1
2726,Wade Scores 55 Points to Add to Highlight Reel,-1
8538,Bid for Madoff Trading Unit Is $15 Million,-1
3692,Fernando Alonso wins 2008 Japanese Grand Prix,-1
14432,World Bank president addresses global youth forum on genocide,-1
6668,AbitibiBowater Files for Bankruptcy Protection,-1
12123,Palestinian Official Killed in Lebanon,-1
10088,Australian rules football: Leongatha upset Traralgon in round six of 2010 Gippsland Football League season,-1
3403,Ariane rocket launches Vietnam's first satellite,-1
11571,Headless man found near suburban Chicago school,-1
10913,Google begins selling print ads,-1
11897,Dani Pedrosa wins 2008 Catalan MotoGP,-1
4353,Labor Secretary Proposes Suspending Farm Rules,-1
10391,Australia to lose $2 billion due to Japanese disasters,-1
4275,British driver admits driving at 172 mph,-1
3483,Najibullah Zazi pleads guilty in plot to bomb New York subway,-1
3006,"Blair: ""Labour must be the party of change makers""",-1
4995,Guinea swears in civilian prime minister,-1
15499,East Timor - Australia problematic billion-dollar gas and oil accord,-1
11033,Tomb discovered in Valley of the Kings,-1
7110,Algerian forces kill at least eight al-Qaeda rebels,-1
15628,Zimbabwe Opposition Figure to Be Tried for Terrorism,-1
1101,Mexico Posts Are Blitzed After Arrest in Drug War,-1
12866,Cargo plane crash in Sudan leaves seven dead with one survivor,-1
13904,Stocks Rise After Goldman Posts Solid Earnings,-1
6950,China Airlines plane catches fire at Japanese airport,-1
553,"If Automakers Shed Pensions, Others May Follow",-1
12544,"FDA mandates ""black box"" for Celebrex, pulls Bextra off market",-1
13439,2007 Twenty20 World Championship: England vs Zimbabwe,-1
7757,"Abducted four-year-old Missouri girl found alive, person of interest shoots himself",-1
4469,"Wreckage of gas tanker removed after crash onto railway line in County Durham, England",-1
2091,Transforming Carbon Waste Into Fuel,-1
15498,Wikinews interviews Amir Abbas Fakhravar about Iranian nuclear intentions,-1
15032,The results of the Antiquorum's auction of vintage and modern timepieces,-1
14977,"Redskins Sign Haynesworth, but They Pay Top Dollar",-1
15415,U.S. Asks Credit Card Processor for Data on Offshore Clients,-1
15392,"3 Dead in Georgia Shooting, and a Professor Is Sought",-1
13326,GLAAD Media Awards nominees announced,-1
13085,"Afghans, From Hospital Beds, Dispute U.S. Account of Raid",-1
3160,Americans Are Setting Pace at Nordic World Championships,-1
6037,US Homeland Security raises transit terror alert,-1
7626,Australian rules football: 2010 VCFL Country Championship - Bendigo vs. Gippsland,-1
15905,"Maine, USA, Land Use Regulatory Commission approves reconstruction of camps on protected Allagash River",-1
7850,Transition Holds Clues to How Obama Will Govern,-1
7897,A.N.C. Closing in on Victory in South African Vote,-1
1821,Ousted Thai PM arrives in Cambodia to take up government post,-1
6643,Sectarian Tension Takes Volatile Form in Bahrain,-1
11473,Illinois governor Blagojevich removed from office,-1
13724,Algiers protest takes place despite ban,-1
12109,Three Candidates Are Killed in Iraq,-1
11285,Netanyahu Promises Peace Effort,-1
13600,Fed Chairman Works Under the Radar to Secure More Power,-1
5442,Government shuts off water to California farms in controversial effort to help threatened species,-1
15702,Court Issues Order Against 3 Car-Warranty Calling Firms,-1
13015,Russia Ready to Resume Gas Shipments to Europe,-1
15736,EMC Profit Down 45% in Quarter,-1
